entity,character,entity_type,context
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Burg,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Parish,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Parish,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Parish,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
"Broken"" Weapon
Do",CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
"Broken"" Weapon
Do",CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
"Broken"" Weapon
Exhausting",CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
The Fire Keeper,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
The Fire Keeper,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
god,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
god,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
peter,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
peter,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Taurus Demon,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Taurus Demon,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Taurus Demon,CRESTFALLEN WARRIOR,PRODUCT,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Residence Key,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Residence Key,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Residence Key,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Lower Undead Burg,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Lower Undead Burg,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Lower Undead Burg,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Griggs,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Griggs,CRESTFALLEN WARRIOR,WORK_OF_ART,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Griggs,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Griggs,GRIGGS OF VINHEIM,PERSON,"Lower Undead Burg
Lower Undead Burg
In front of the door in Lower Undead Burg
Somebody! Please, let me out of here!
Somebody, anybody!
Help me! Unlock the door!
…Damn…
…I'm finished…
How did this ever..."
Griggs,GRIGGS OF VINHEIM,PERSON,"Lower Undead Burg
Lower Undead Burg
In front of the door in Lower Undead Burg
Somebody! Please, let me out of here!
Somebody, anybody!
Help me! Unlock the door!
…Damn…
…I'm finished…
How did this ever..."
Griggs,GRIGGS OF VINHEIM,PERSON,"Lower Undead Burg
Lower Undead Burg
In front of the door in Lower Undead Burg
Somebody! Please, let me out of here!
Somebody, anybody!
Help me! Unlock the door!
…Damn…
…I'm finished…
How did this ever..."
Griggs,GRIGGS OF VINHEIM,PERSON,"Lower Undead Burg
Lower Undead Burg
In front of the door in Lower Undead Burg
Somebody! Please, let me out of here!
Somebody, anybody!
Help me! Unlock the door!
…Damn…
…I'm finished…
How did this ever..."
Unexpected,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Unexpected,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Unexpected,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Unexpected,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
chum,CRESTFALLEN WARRIOR,NORP,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
chum,CRESTFALLEN WARRIOR,NORP,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Laurentius,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Laurentius,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Laurentius,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Laurentius,LAURENTIUS OF THE GREAT SWAMP,PERSON,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
the Undead Church,CRESTFALLEN WARRIOR,ORG,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Rhea,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Rhea,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Rhea,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Rhea,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
Rhea,CRESTFALLEN WARRIOR,PERSON,"First encounter
Well, what do we have here? You must be a new arrival.
Let me guess. Fate of the Undead, right? Well, you're not the first.
But there's no salvation here. You'd have done better to rot..."
